0.25373,0.336855,0.086258,-0.979571,0.261718,-1.055431,0.144676,-0.626478,0.064084,-0.896238,6.0
0.25373,0.336855,0.086258,-0.979571,0.261718,-1.055431,0.144676,-0.626478,0.064084,-0.896238,6.0
-0.00549,0.486028,0.118265,0.446569,0.261718,-0.141884,0.55993,0.293774,0.282354,-0.272301,6.0
-0.00549,0.486028,0.118265,0.446569,0.261718,-0.141884,0.55993,0.293774,0.282354,-0.272301,6.0
-0.017834,0.336855,0.235627,-0.511144,-0.81082,0.688613,0.673182,-1.170167,-0.43482,0.355266,6.0
-0.017834,0.336855,0.235627,-0.511144,-0.81082,0.688613,0.673182,-1.170167,-0.43482,0.355266,6.0
-0.363462,0.23479,9.04E-4,0.759778,0.261718,0.024215,0.55993,0.463115,0.531806,-0.160308,6.0
-0.363462,0.23479,9.04E-4,0.759778,0.261718,0.024215,0.55993,0.463115,0.531806,-0.160308,6.0
-0.030178,0.572391,5.083004,-0.109553,-1.257711,0.314889,0.333428,0.892894,0.344717,0.215606,6.0
-0.030178,0.572391,5.083004,-0.109553,-1.257711,0.314889,0.333428,0.892894,0.344717,0.215606,6.0
0.266074,0.556689,-0.020434,0.176624,0.261718,-0.557133,0.408929,0.467308,0.562987,-0.599501,6.0
0.266074,0.556689,-0.020434,0.176624,0.261718,-0.557133,0.408929,0.467308,0.562987,-0.599501,6.0
0.043885,0.195534,0.260522,-0.393821,0.261718,0.522513,0.220177,-0.08141,0.344717,0.491199,6.0
0.043885,0.195534,0.260522,-0.393821,0.261718,0.522513,0.220177,-0.08141,0.344717,0.491199,6.0
0.266074,0.556689,-0.020434,0.176624,0.261718,-0.847807,0.446679,1.085185,0.594169,-0.873357,6.0
0.266074,0.556689,-0.020434,0.176624,0.261718,-0.847807,0.446679,1.085185,0.594169,-0.873357,6.0
-0.054866,0.203385,0.05425,-0.028782,0.261718,1.394535,0.144676,-0.847871,-0.091823,1.325884,6.0
-0.054866,0.203385,0.05425,-0.028782,0.261718,1.394535,0.144676,-0.847871,-0.091823,1.325884,6.0
-0.06721,0.336855,0.221401,-0.311258,0.261718,0.896237,0.031425,-0.258769,-0.123005,0.930247,6.0
-0.06721,0.336855,0.221401,-0.311258,0.261718,0.896237,0.031425,-0.258769,-0.123005,0.930247,6.0
-0.06721,0.336855,0.221401,-0.311258,0.261718,-0.557133,0.295677,0.959489,0.313536,-0.539539,6.0
-0.06721,0.336855,0.221401,-0.311258,0.261718,-0.557133,0.295677,0.959489,0.313536,-0.539539,6.0
