-3.498799,-0.566031,0.139604,-5.440122,0.976743,-0.847807,-1.176589,-2.008078,0.438262,0.009512,3.0
0.290762,-0.189174,0.079145,-0.085921,0.976743,-1.470679,-0.950086,-0.273525,0.968347,-0.724959,3.0
0.142636,-0.244132,-3.206971,0.165524,0.887365,-2.093552,-0.874585,-2.69449,-3.334697,-1.399407,3.0
0.290762,-0.189174,0.079145,-0.085921,0.976743,-0.930856,-1.101088,0.495694,1.68552,-0.087857,3.0
0.809204,-0.291239,0.036468,-0.399281,0.976743,-0.640182,-1.32759,-0.172274,1.03071,0.33488,3.0
0.809204,-0.16562,0.025799,0.712127,0.887365,-1.055431,-1.554093,0.54299,1.623157,0.03754,3.0
0.47592,-0.283388,0.107596,0.080127,0.976743,-1.22153,-1.25209,-0.519635,1.46725,-0.323945,3.0
0.512951,-0.306942,0.061363,1.371548,0.976743,-0.723232,-1.25209,0.870372,1.093072,0.210194,3.0
0.47592,-0.283388,0.107596,0.080127,0.976743,-1.636779,-1.063338,-0.712954,0.62535,-0.836143,3.0
0.759828,-1.304042,-0.023991,-0.973663,-0.006417,0.813187,-2.2336,1.136616,1.903791,2.609177,3.0
0.352481,-0.448263,0.196506,-0.528002,0.976743,-0.681707,-1.893847,-0.547574,0.687713,0.690483,3.0
0.47592,-0.338346,0.047137,-9.72E-4,0.976743,-0.01731,-0.874585,-0.817389,0.812439,0.656716,3.0
0.809204,-0.09496,0.118265,0.987502,0.976743,-1.013906,-1.214339,-2.237044,-1.027268,-0.114728,3.0
0.809204,-0.09496,0.118265,0.987502,0.976743,-0.806282,-1.32759,1.081263,1.436069,0.158658,3.0
0.661077,-0.204876,-3.075385,0.471036,1.066121,0.024215,-1.25209,0.689285,2.059698,0.959312,3.0
3.265629,-0.251983,0.125378,-2.12386,0.976743,-1.595254,-1.25209,1.397909,0.812439,-0.705779,3.0
0.364825,-7.45E-4,-0.052442,1.293223,0.976743,-0.224934,-0.950086,0.614652,2.153242,0.515912,3.0
0.352481,-0.448263,0.196506,-0.528002,0.976743,-0.349509,-0.950086,-0.820535,0.843621,0.374481,3.0
0.4142,-0.471816,0.239183,1.018385,0.887365,-1.38763,-1.176589,-2.021009,-2.149801,-0.540805,3.0
0.142636,-0.244132,-3.206971,0.165524,0.887365,1.145386,-1.063338,0.290726,0.687713,1.964421,3.0
0.624046,0.007106,0.114709,-0.350674,0.887365,-2.135077,-1.101088,-1.14448,0.40708,-1.340518,3.0
0.73514,-0.283388,0.089814,-1.848127,0.976743,-1.30458,-0.157328,-2.086827,-0.528364,-1.000672,3.0
0.562327,0.046362,0.210732,-1.052078,0.976743,-1.22153,-1.025587,-1.229637,-0.123005,-0.448775,3.0
0.624046,-2.426761,0.178724,0.711352,1.066121,-1.553729,-1.32759,1.860946,2.52742,-0.610796,3.0
0.870923,-0.236281,0.025799,-1.94155,0.976743,-1.553729,-0.836835,-3.418491,-2.243345,-0.881314,3.0
-3.498799,-0.110662,7.419561,2.021451,-4.922215,-0.141884,-0.761334,1.335682,1.404887,0.484039,3.0
0.4142,-0.471816,0.239183,1.018385,0.887365,-1.013906,-1.32759,-0.274515,-0.528364,-0.066543,3.0
0.57467,-0.134216,0.160942,1.252465,0.976743,-1.844403,-0.912336,-3.038027,-2.929337,-1.143694,3.0
0.624046,0.007106,0.114709,-0.350674,0.887365,-0.889332,-1.138838,-0.056247,2.122061,-0.030427,3.0
0.562327,-0.29909,0.068476,-0.58926,0.976743,-0.391033,-0.987837,-1.083186,0.812439,0.351625,3.0
0.870923,-0.236281,0.025799,-1.94155,0.976743,-1.512204,-1.403091,-0.371942,0.531806,-0.534898,3.0
0.352481,-0.448263,0.196506,-0.528002,0.976743,-0.224934,-1.516343,-1.157412,0.62535,0.879712,3.0
0.698109,-0.306942,-0.03466,0.062642,0.976743,-1.055431,-1.516343,-0.822379,0.999528,0.01771,3.0
0.73514,-0.283388,0.089814,-1.848127,0.976743,-1.927453,0.182426,-1.287203,0.40708,-1.697675,3.0
0.661077,-0.09496,0.01513,0.751961,0.976743,-1.055431,-0.950086,0.523303,0.905984,-0.324716,3.0
0.63639,-0.063555,0.132491,-0.631719,0.976743,-0.972381,-1.176589,-2.103252,-0.715453,-0.116404,3.0
-3.498799,0.148427,-3.210528,-0.293087,-4.922215,0.356414,-1.403091,-0.137015,-0.621908,1.415828,3.0
0.142636,-0.244132,-3.206971,0.165524,0.887365,0.024215,-1.440842,-0.11826,0.968347,1.087313,3.0
0.63639,-0.063555,0.132491,-0.631719,0.976743,-1.096956,-1.667344,-1.353857,0.064084,0.076997,3.0
0.57467,-0.134216,0.160942,1.252465,0.976743,-1.968978,-0.195078,-3.447595,-3.178789,-1.58068,3.0
0.512951,-0.306942,0.061363,1.371548,0.976743,-1.180006,-1.063338,2.369611,1.747883,-0.375879,3.0
0.599358,-2.426761,0.011573,0.54026,0.976743,-0.557133,-1.591843,0.898758,1.716702,0.587652,3.0
0.599358,-0.377602,0.242739,-0.151028,0.976743,-0.723232,-1.478592,1.090213,1.716702,0.348322,3.0
0.710453,-0.283388,0.128935,0.601905,0.976743,-1.30458,-1.478592,0.841133,1.747883,-0.277931,3.0
